Ensembl Gene ID	Associated Gene Name	Descriptio
C09B9.4	C09B9.4	Protein C09B9.4 
Y57G11C.20	Y57G11C.20	Protein Y57G11C.20 
F56B3.5	ech-5	Protein ECH-5 
T26A8.3	T26A8.3	Protein T26A8.3 
C11D2.3	C11D2.3	Protein C11D2.3 
T13F2.7	sna-2	Protein SNA-2 
F21D5.9	F21D5.9	Protein F21D5.9 
Y69E1A.3	Y69E1A.3	Protein Y69E1A.3 
D2096.10	D2096.10	Protein D2096.10 
Y105C5A.11	srg-19	Protein SRG-19 
C04G2.11	irld-21	Protein C04G2.11 
C02F4.1	ced-5	Protein CED-5 
H08M01.1	H08M01.1	Protein H08M01.1 
Y54G2A.18	Y54G2A.18	Protein Y54G2A.18 
Y62E10A.4	srsx-25	Protein SRSX-25, isoform a 
Y11D7A.7	Y11D7A.7	Protein Y11D7A.7 
ZK1251.3	ZK1251.3	Protein ZK1251.3 
Y67A10A.6	ssu-2	Protein SSU-2, isoform a 
JC8.4	JC8.4	Protein JC8.4 
R07H5.9	R07H5.9	Protein R07H5.9 
Y43C5B.2	Y43C5B.2	Protein Y43C5B.2 
R11A8.1	R11A8.1	Protein R11A8.1 
ZK616.10	ehn-3	Protein EHN-3, isoform a 
C49C8.6	C49C8.6	Protein C49C8.6 
Y62E10A.15	cyp-31A5	Protein CYP-31A5, isoform a 
F56B3.2	F56B3.2	Protein F56B3.2, isoform a 
Y57G11C.5	Y57G11C.5	Protein Y57G11C.5, isoform a 
F08B4.2	cdh-5	Protein CDH-5, isoform a 
Y73F4A.2	Y73F4A.2	DOMON domain-containing protein Y73F4A.2 
C10C6.7	C10C6.7	Protein C10C6.7, isoform b 
C08F8.15	C08F8.15	Protein C08F8.15 
F42C5.4	F42C5.4	Protein F42C5.4 
F37C4.5	F37C4.5	Protein F37C4.5 
C34D4.9	nas-8	Zinc metalloproteinase nas-8 
C53B4.3	C53B4.3	Protein C53B4.3 
K10D11.2	K10D11.2	Protein K10D11.2 
Y54G2A.48	Y54G2A.48	Protein Y54G2A.48 
T14G10.4	ttr-54	Protein TTR-54 
R07H5.2	cpt-2	Protein CPT-2, isoform a 
F55G1.15	F55G1.15	Protein F55G1.15 
ZK593.1	pyk-2	Protein PYK-2, isoform a 
C49H3.16	C49H3.16	Protein C49H3.16 
K08D12.5	bus-2	Protein BUS-2, isoform a 
F36H12.4	F36H12.4	Protein F36H12.4 
C53D6.4	C53D6.4	Protein C53D6.4 
K08F4.12	K08F4.12	Protein K08F4.12 
Y54G2A.2	Y54G2A.2	Protein Y54G2A.2, isoform a 
C44B12.6	C44B12.6	Protein C44B12.6 
F07C6.3	F07C6.3	Protein F07C6.3 
C44C8.6	mak-2	Protein MAK-2, isoform a 
H23L24.4	H23L24.4	Protein H23L24.4 
W08E12.7	W08E12.7	Protein W08E12.7 
R13A1.7	R13A1.7	Protein R13A1.7 
T11G6.2	T11G6.2	Protein T11G6.2, isoform a 
F58F9.1	F58F9.1	Protein F58F9.1 
Y39C12A.1	Y39C12A.1	Protein Y39C12A.1 
H25K10.5	hpa-1	Protein HPA-1 
F36H12.15	F36H12.15	Protein F36H12.15 
Y116A8A.6	Y116A8A.6	Protein Y116A8A.6 
F19B6.2	ufd-1	Ubiquitin fusion degradation protein 1 homolog 
C54E4.4	C54E4.4	Protein C54E4.4 
T21D12.5	srh-282	Protein SRH-282 
Y38C1AA.14	Y38C1AA.14	Protein Y38C1AA.14 
F47C12.5	srh-220	Protein SRH-220 
C06G3.6	C06G3.6	Protein C06G3.6 
H02I12.4	dsl-6	Protein DSL-6 
C30H6.12	C30H6.12	Protein C30H6.12, isoform a 
Y57G11C.38	Y57G11C.38	Protein Y57G11C.38 
Y55F3AM.2	srx-12	Protein SRX-12 
F58B3.6	F58B3.6	Protein F58B3.6 
F42C5.2	npr-27	Protein NPR-27 
M02B1.2	M02B1.2	Protein M02B1.2 
C01F6.9	C01F6.9	Protein C01F6.9 
C33H5.14	ntp-1	Nucleoside-triphosphatase ntp-1 
W09C2.1	elt-1	Transcription factor elt-1 
C45E5.4	C45E5.4	Protein C45E5.4 
Y55F3AM.14	Y55F3AM.14	Protein Y55F3AM.14 
C18F3.4	nsy-7	Protein NSY-7, isoform a 
Y73F8A.1	pkd-2	Polycystin-2 
C17H12.2	C17H12.2	Protein C17H12.2 
F55G11.5	dod-22	Protein DOD-22, isoform a 
F47C12.7	F47C12.7	Protein F47C12.7 
F49F1.9	F49F1.9	Protein F49F1.9 
W09G12.4	dsl-1	Protein DSL-1 
C46C2.7	C46C2.7	Protein C46C2.7 
R09E10.2	R09E10.2	Protein R09E10.2 
F42A9.3	F42A9.3	Protein F42A9.3 
ZK180.7	ZK180.7	Protein ZK180.7 
C01F6.5	aly-1	Protein ALY-1 
R13H7.1	srx-20	Protein SRX-20 
B0564.6	B0564.6	Protein B0564.9 
F17E9.12	his-31	Histone H4 
C06A12.4	gcy-27	Protein GCY-27, isoform b 
F58G6.2	srm-3	Protein SRM-3, isoform b 
C08F11.12	C08F11.12	UPF0375 protein C08F11.12 
Y37E11B.9	Y37E11B.9	Protein Y37E11B.9 
Y73F4A.3	Y73F4A.3	Protein Y73F4A.3 
F58F9.9	F58F9.9	Protein F58F9.9 
C06A12.5	lact-6	Protein LACT-6 
Y77E11A.1	Y77E11A.1	Protein Y77E11A.1 
Y41E3.4	qars-1	Probable glutamine--tRNA ligase 
F58G6.9	F58G6.9	Protein F58G6.9, isoform a 
C01G5.4	C01G5.4	Protein C01G5.4 
Y38C1AB.3	Y38C1AB.3	Protein Y38C1AB.3 
F55A8.2	egl-4	cGMP-dependent protein kinase egl-4 
Y38F2AR.6	Y38F2AR.6	Protein Y38F2AR.6 
W03G1.2	W03G1.2	Protein W03G1.2 
Y40H7A.8	srg-51	Protein SRG-51 
T04B2.7	T04B2.7	Protein T04B2.7 
T01B11.7	oat-1	Protein OAT-1 
F28F9.4	aat-8	Protein AAT-8 
C08F8.8	nhr-67	Nuclear hormone receptor family member nhr-67 
F12F6.6	sec-24.1	Protein SEC-24.1 
B0496.11	B0496.11	Protein B0496.11 
F52B11.2	F52B11.2	Probable phosphomannomutase 
Y55F3BR.6	Y55F3BR.6	Protein Y55F3BR.6 
Y41D4B.10	dsl-3	Protein DSL-3 
T06C10.4	flp-10	Protein FLP-10 
Y57G11C.34	mrps-7	28S ribosomal protein S7, mitochondrial 
Y67D8C.6	Y67D8C.6	Protein Y67D8C.6 
Y41D4B.1	Y41D4B.1	Protein Y41D4B.1 
M70.5	M70.5	Protein M70.5 
T12B3.4	T12B3.4	Protein T12B3.4 
Y69A2AR.15	sprr-3	Protein SPRR-3 
K08D8.12	K08D8.12	Protein K08D8.12, isoform b 
Y73B6BL.44	Y73B6BL.44	Protein Y73B6BL.44 
F49E8.1	nprl-2	Protein NPRL-2 
C09B9.7	C09B9.7	Protein C09B9.7 
Y67D8C.1	Y67D8C.1	Protein Y67D8C.1 
F49C12.7	F49C12.7	Protein F49C12.7, isoform b 
F41H10.12	F41H10.12	Protein F41H10.12 
F18F11.1	F18F11.1	Protein F18F11.1 
Y116A8C.32	sfa-1	Protein SFA-1 
ZK354.2	ZK354.2	Protein ZK354.2, isoform b 
K04D7.3	gta-1	Probable 4-aminobutyrate aminotransferase, mitochondrial 
M116.1	M116.1	Protein M116.1 
C01G5.9	C01G5.9	Protein C01G5.9 
Y67H2A.5	Y67H2A.5	Protein Y67H2A.5 
Y38F2AR.10	Y38F2AR.10	Protein Y38F2AR.10 
F42A9.12	F42A9.12	Protein F42A9.12 
Y73B6BL.20	Y73B6BL.20	Protein Y73B6BL.20 
F27C8.1	aat-1	Protein AAT-1 
F45E4.2	plp-1	Protein PLP-1 
Y67D8B.5	Y67D8B.5	Protein Y67D8B.5 
M04B2.4	M04B2.4	Protein M04B2.4 
K07F5.14	K07F5.14	Protein K07F5.14 
C49C8.1	C49C8.1	Protein C49C8.1 
F20D12.5	exc-9	Protein EXC-9 
D1046.5	tpra-1	UPF0359 membrane protein D1046.5 
T27E7.4	T27E7.4	Protein T27E7.4 
C29E6.3	pph-2	Protein PPH-2 
Y54G2A.11	Y54G2A.11	Protein Y54G2A.11, isoform a 
F29C4.2	F29C4.2	Protein F29C4.2 
F32E10.1	nol-10	Protein NOL-10 
C39H7.7	srd-13	Protein SRD-13 
B0564.11	rde-11	Protein RDE-11 
Y69A2AR.22	Y69A2AR.22	Protein Y69A2AR.22 
F42G8.12	isp-1	Protein ISP-1 
F13B6.3	F13B6.3	Protein F13B6.3 
M199.5	col-135	Protein COL-135, isoform b 
Y105C5A.1285	Y105C5A.1285
C01B10.3	C01B10.3	Protein C01B10.3 
C06G3.9	C06G3.9	E3 UFM1-protein ligase 1 homolog 
F36H1.3	F36H1.3	Protein F36H1.3 
T12G3.5	mrpl-51	39S ribosomal protein L51, mitochondrial 
Y41E3.9	fcd-2	Protein FCD-2, isoform a 
R05A10.2	R05A10.2	Protein R05A10.2 
Y105C5B.14	Y105C5B.14	Protein Y105C5B.14 
T26C12.3	T26C12.3	Protein T26C12.3 
C26H9A.2	C26H9A.2	Protein C26H9A.2, isoform c 
R02D3.8	R02D3.8	Protein R02D3.8 
R11E3.6	eor-1	Protein EOR-1 
C47E12.8	dhp-2	Dihydropyrimidinase 2 
Y37E11AM.3	Y37E11AM.3	Protein Y37E11AM.3 
Y55F3BR.1	Y55F3BR.1	Protein Y55F3BR.1 
M01H9.3	M01H9.3	Protein M01H9.3, isoform a 
C34D4.10	C34D4.10	Protein C34D4.10 
D2096.7	D2096.7	Protein D2096.7, isoform b 
R10H10.1	lpd-8	Protein LPD-8 
Y37A1B.13	tor-2	Protein TOR-2 
F55B11.7	F55B11.7	Protein F55B11.7 
Y73B6BL.1	tyr-6	Protein TYR-6 
Y67A10A.2	Y67A10A.2	Protein Y67A10A.2 
F33D4.1	nhr-8	Nuclear hormone receptor family member nhr-8 
Y73B6A.3	Y73B6A.3	Protein Y73B6A.3 
K07F5.4	kin-24	Protein KIN-24 
F58D2.4	F58D2.4	Protein F58D2.4 
C50A2.4	ets-8	Protein ETS-8 
K08B4.5	K08B4.5	Protein K08B4.5 
F52C12.6	F52C12.6	Protein F52C12.6 
T13H10.2	T13H10.2	Protein T13H10.2 
F13H10.6	F13H10.6	Protein F13H10.6 
C43F9.10	oac-8	Protein OAC-8 
ZK596.2	ZK596.2	Protein ZK596.2 
Y62E10A.11	mdt-9	Putative guanine nucleotide exchange factor MSS4 homolog 
F32B6.5	sss-1	Protein SSS-1 
Y77E11A.15	col-106	Protein COL-106 
C48D1.9	C48D1.9	Protein C48D1.9, isoform a 
F38H4.3	F38H4.3	Protein F38H4.3 
W03D2.1	pqn-75	Protein PQN-75, isoform a 
F55G1.8	plk-3	Serine/threonine-protein kinase plk-3 
F42A6.5	F42A6.5	Protein F42A6.5 
Y57G11C.13	arl-8	Protein ARL-8 
F38A1.8	F38A1.8	Protein F38A1.8 
F35G2.4	phy-2	Prolyl 4-hydroxylase subunit alpha-2 
K08F4.8	msp-38	Major sperm protein 38 
F11E6.5	elo-2	Protein ELO-2 
F38A1.15	F38A1.15	Protein F38A1.15 
F29C4.7	grld-1	Protein GRLD-1, isoform c 
Y54G2A.21	Y54G2A.21	Protein Y54G2A.21 
Y116A8C.11	Y116A8C.11	Uncharacterized protein Y116A8C.11 
Y116A8C.20	Y116A8C.20	Protein Y116A8C.20 
Y9C9A.8	Y9C9A.8	Protein Y9C9A.8 
Y62E10A.2	Y62E10A.2	Protein Y62E10A.2 
Y17G9A.3	Y17G9A.3	Protein Y17G9A.3 
C25G4.3	C25G4.3	Protein C25G4.3, isoform a 
F54E12.2	F54E12.2	Protein F54E12.2 
Y9C9A.7	str-153	Protein STR-153 
F49E8.6	F49E8.6	Protein F49E8.6 
K03H6.1	K03H6.1	Protein K03H6.1 
C18H7.1	C18H7.1	Protein C18H7.1 
Y73B6BL.27	Y73B6BL.27	Protein Y73B6BL.27 
Y94H6A.5	Y94H6A.5	Protein Y94H6A.5, isoform b 
F32B6.1	nhr-4	Nuclear hormone receptor family member nhr-4 
K04D7.4	ptp-4	Tyrosine-protein phosphatase 2 
R10H10.4	R10H10.4	Protein R10H10.4 
T05E11.3	enpl-1	Protein T05E11.3, isoform a 
Y45F10B.14	srd-10	Protein SRD-10 
F36A4.3	F36A4.3	Protein F36A4.3 
T23G4.4	oac-48	Protein OAC-48 
Y55F3AR.1	Y55F3AR.1	Protein Y55F3AR.1 
K09B11.9	uso-1	Protein USO-1, isoform a 
K03D3.5	K03D3.5	Protein K03D3.5 
Y77E11A.10	clp-6	Protein CLP-6 
Y54G2A.6	clec-85	Protein CLEC-85 
T02D1.9	T02D1.9	Protein T02D1.9 
C33H5.9	sec-10	Exocyst complex component 5 
M02B1.1	srf-3	UDP-galactose/UDP-N-acetylglucosamine transporter srf-3 
F36A4.7	ama-1	DNA-directed RNA polymerase II subunit RPB1 
T08B6.6	str-166	Protein STR-166 
K07F5.13	npp-1	Protein NPP-1, isoform c 
K06B9.4	K06B9.4	Protein K06B9.4 
R05A10.3	R05A10.3	Protein R05A10.3 
R08C7.4	R08C7.4	Protein R08C7.4 
Y73F8A.8	pqn-90	Protein PQN-90 
Y73B6BL.7	csp-2	Protein CSP-2 
R05A10.6	R05A10.6	Protein R05A10.6 
ZK593.8	fic-1	Adenosine monophosphate-protein transferase FICD homolog 
T25B9.11	T25B9.11	Protein T25B9.11, isoform b 
C08F8.7	rap-3	Protein RAP-3 
F55A8.1	egl-18	Protein EGL-18 
F29B9.6	ubc-9	SUMO-conjugating enzyme UBC9 
Y73B6BL.13	mif-4	Protein MIF-4 
Y69A2AR.29	ngn-1	Protein NGN-1 
C50F7.10	klo-1	Protein KLO-1 
Y41D4A.5	Y41D4A.5	Protein Y41D4A.5 
M18.2	dlc-2	Probable dynein light chain 2, cytoplasmic 
F56D6.7	srz-62	Protein SRZ-62 
C04G2.7	egl-38	Protein EGL-38 
C28C12.7	spp-10	Protein SPP-10, isoform b 
F38A1.11	F38A1.11	Protein F38A1.11 
ZK829.3	ZK829.3	Protein ZK829.3 
C35B1.3	C35B1.3	Protein C35B1.3 
F01G10.3	ech-9	Protein ECH-9 
H06H21.3	eif-1.A	Protein EIF-1.A 
Y9C9A.13	Y9C9A.13	Protein Y9C9A.13 
Y116A8C.17	dct-13	Protein DCT-13 
F58F9.11	F58F9.11	Protein F58F9.11 
Y51H4A.937	Y51H4A.937	Protein Y51H4A.937 
Y55F3AM.7	egrh-2	Protein EGRH-2 
F13H10.3	F13H10.3	Putative amino acid permease F13H10.3 
ZK792.7	ZK792.7	Protein ZK792.7 
C33A12.11	sru-3	Protein SRU-3 
W03B1.3	W03B1.3	Protein W03B1.3 
C09G9.8	C09G9.8	Protein C09G9.8, isoform b 
Y17G9B.2	Y17G9B.2	Protein Y17G9B.2 
R13A1.3	R13A1.3	Protein R13A1.3 
C08F11.3	C08F11.3	Protein C08F11.3 
ZK829.2	hdl-1	Probable aromatic-L-amino-acid decarboxylase 
T04A11.8	sru-19	Protein SRU-19 
Y11D7A.10	Y11D7A.10	Protein Y11D7A.10, isoform b 
T12A7.10	T12A7.10	Protein T12A7.10 
F42G8.4	pmk-3	Mitogen-activated protein kinase pmk-3 
ZK354.1	msp-65	Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142 
C05B10.1	lip-1	Protein LIP-1 
F57H12.3	ora-1	Protein ORA-1 
ZC477.1	ssq-3	Protein SSQ-3 
K07H8.5	K07H8.5	Protein K07H8.5 
C25G4.6	C25G4.6	Protein C25G4.6 
W03F8.4	W03F8.4	Protein W03F8.4 
K08E7.4	K08E7.4	Protein K08E7.4 
T20D3.5	T20D3.5	Protein T20D3.5 
T12A7.5	lpr-2	Protein LPR-2 
ZK616.6	perm-3	Protein PERM-3 
C33D9.3	C33D9.3	Protein C33D9.3, isoform b 
E03H12.6	srz-24	Protein SRZ-24, isoform b 
Y69A2AR.21	Y69A2AR.21	Protein Y69A2AR.21 
F55G1.10	his-61	Histone H2A 
Y59E9AR.5	tbx-42	Putative T-box protein 30/42 
Y9C9A.2	str-164	Protein STR-164 
Y59H11AR.2	catp-7	Protein CATP-7, isoform a 
C49A9.10	C49A9.10	Protein C49A9.10 
C06G8.2	pept-2	Peptide transporter family 2 
ZK822.6	ZK822.6	Protein ZK822.6 
C09G12.3	srz-78	Protein SRZ-78 
M04B2.2	M04B2.2	Protein M04B2.2 
F56C4.1	F56C4.1	Protein F56C4.1 
H22D14.1	nhr-267	Protein NHR-267 
C36H8.1	C36H8.1	Protein C36H8.1 
C49C3.4	C49C3.4	Protein C49C3.4 
B0035.13	B0035.13	Protein B0035.13 
C02B10.6	C02B10.6	Protein C02B10.6 
C33A12.19	C33A12.19	Protein C33A12.19 
T23G4.127	T23G4.127	Protein T23G4.127 
C06E7.1	sams-3	Probable S-adenosylmethionine synthase 3 
T26A8.4	T26A8.4	Protein T26A8.4 
ZK616.61	ZK616.61	Protein ZK616.61 
F44D12.6	F44D12.6	Protein F44D12.6 
C17H12.13	anat-1	Protein C17H12.13, isoform a 
Y116A8B.5	npr-32	Protein NPR-32 
Y116A8B.4	Y116A8B.4	Protein Y116A8B.4 
T07G12.12	him-8	Protein HIM-8, isoform a 
T22D1.6	T22D1.6	Protein T22D1.6 
F53B2.3	eak-4	Protein EAK-4 
Y62E10A.14	Y62E10A.14	Protein Y62E10A.14 
Y11D7A.13	flh-3	Protein FLH-3 
Y51H4A.25	Y51H4A.25	Protein Y51H4A.25, isoform b 
LLC1.1	tra-3	Calpain-5 
T22B11.2	bus-4	Protein BUS-4 
Y73F8A.26	Y73F8A.26	Protein Y73F8A.26 
T23F6.3	T23F6.3	Protein T23F6.3 
F53B2.8	F53B2.8	Protein F53B2.8 
F40F11.4	F40F11.4	Protein F40F11.4 
C49A9.7	C49A9.7	Protein C49A9.7 
T28C6.4	col-117	Protein COL-117 
Y69A2AR.3	Y69A2AR.3	Protein Y69A2AR.3 
C09G9.2	npp-23	Protein NPP-23, isoform a 
Y67H2A.1	cpsf-3	Protein CPSF-3 
Y73B6BL.33	hrpf-2	Protein HRPF-2 
C24F3.3	nas-12	Zinc metalloproteinase nas-12 
Y67H2A.8	fat-1	Protein FAT-1 
M116.5	M116.5	Protein M116.5 
Y73F8A.27	Y73F8A.27	Protein Y73F8A.27 
B0035.4	pfd-4	Probable prefoldin subunit 4 
T22D1.11	T22D1.11	Protein T22D1.11 
Y54G2A.1	lin-22	Protein LIN-22 
F56A11.7	F56A11.7	Protein F56A11.7 
K10D11.6	K10D11.6	Protein K10D11.6 
Y116A8C.5	nep-24	Protein NEP-24 
Y73F8A.17	tbx-40	Putative T-box protein 40 
Y43B11AL.1	Y43B11AL.1	Protein Y43B11AL.1 
F52B11.3	noah-2	Protein NOAH-2 
M02B7.3	osm-3	Osmotic avoidance abnormal protein 3 
T07G12.5	T07G12.5	Protein T07G12.5, isoform a 
F21D5.4	F21D5.4	Protein F21D5.4 
M199.8	M199.8	Protein M199.8 
Y73F8A.18	irld-59	Protein Y73F8A.18 
W01B6.5	W01B6.5	Protein W01B6.5 
C09G12.6	srz-70	Protein SRZ-70 
Y76B12C.1	cng-2	Protein CNG-2 
Y45F10C.3	fbxa-215	Protein FBXA-215 
R05G6.9	R05G6.9	Protein R05G6.9 
F37C4.4	F37C4.4	Protein F37C4.4, isoform a 
F38A5.7	F38A5.7	Protein F38A5.7 
H01G02.2	dyf-18	Protein DYF-18 
Y54G2A.38	Y54G2A.38	Protein Y54G2A.38 
Y46C8AL.4	clec-71	Protein CLEC-71 
F26D10.13	F26D10.13	Protein F26D10.13 
C47E12.10	C47E12.10	Protein C47E12.10 
F58G6.5	nhr-34	Nuclear hormone receptor family member nhr-34 
M03D4.1	zen-4	Protein ZEN-4, isoform c 
Y43D4A.3	Y43D4A.3	Protein Y43D4A.3, isoform a 
K01A6.6	K01A6.6	Protein K01A6.6, isoform b 
Y77E11A.3	Y77E11A.3	Protein Y77E11A.3 
Y59E9AL.8	Y59E9AL.8	Protein Y59E9AL.8 
Y51H4A.7	Y51H4A.7	Probable urocanate hydratase 
F38A5.5	nspb-3	Protein NSPB-3 
F15E6.8	dct-7	Protein DCT-7 
T04A11.1	T04A11.1	Protein T04A11.1 
T09A12.4	nhr-66	Protein NHR-66, isoform c 
Y73B6BL.23	Y73B6BL.23	Protein Y73B6BL.23 
B0513.2	B0513.2	Protein B0513.2, isoform a 
Y41E3.18	Y41E3.18	Protein Y41E3.18 
R102.11	R102.11	Protein R102.11, isoform a 
F15B10.2	drh-1	Protein DRH-1 
Y51H4A.16	Y51H4A.16	Protein Y51H4A.16 
Y69E1A.4	Y69E1A.4	Protein Y69E1A.4 
Y73B6BL.18	smg-3	Protein SMG-3, isoform a 
C42C1.5	tag-335	Mannose-1-phosphate guanyltransferase beta 
T22D1.3	T22D1.3	Inosine-5'-monophosphate dehydrogenase 
H04M03.6	srv-19	Protein SRV-19 
Y69A2AR.4	smf-3	Protein SMF-3 
F13B12.4	F13B12.4	Putative pyridoxal-phosphate dependent protein F13B12.4 
F41H10.4	F41H10.4	Protein F41H10.4 
F56H11.2	F56H11.2	Protein F56H11.2, isoform c 
C29F4.3	C29F4.3	Protein C29F4.3 
Y67D8C.8	cpg-9	Chondroitin proteoglycan 9 
ZK550.5	ZK550.5	Protein ZK550.5 
T05A1.3	lron-14	Protein LRON-14, isoform a 
C02F4.5	C02F4.5	Protein C02F4.5 
C47E12.3	C47E12.3	Protein C47E12.3 
Y57G11C.1143	Y57G11C.1143	Protein Y57G11C.1143 
Y41E3.14	srt-49	Protein SRT-49 
C39E9.10	C39E9.10	Protein C39E9.10 
C48A7.1	egl-19	Protein EGL-19, isoform b 
Y54G2A.44	Y54G2A.44	Protein Y54G2A.44 
Y40H7A.3	Y40H7A.3	Protein Y40H7A.3 
F30B5.7	F30B5.7	Protein F30B5.7 
B0212.6	B0212.6	Protein B0212.6 
Y57G11C.31	Y57G11C.31	Protein Y57G11C.31 
K11H12.7	K11H12.7	Protein K11H12.7 
C32H11.7	C32H11.7	Protein C32H11.7, isoform a 
F23B2.3	F23B2.3	Protein F23B2.3 
Y7A9C.9	srz-75	Protein SRZ-75 
H27C11.1	nhr-97	Nuclear hormone receptor family member nhr-97 
Y59E9AR.10	Y59E9AR.10	Protein Y59E9AR.10 
C09G12.11	srz-82	Protein SRZ-82 
Y37E11AR.7	Y37E11AR.7	Protein Y37E11AR.7 
C27B7.9	C27B7.9	Protein C27B7.9 
C39E9.5	scl-7	Protein SCL-7 
F23B2.11	pcp-3	Protein PCP-3 
F49E11.11	scl-3	Protein SCL-3 
Y38C1AA.9	Y38C1AA.9	Protein Y38C1AA.9 
C46A5.2	del-7	Protein DEL-7 
F11A10.4	mon-2	Monensin-resistant homolog 2 
C09E9.1	C09E9.1	Uncharacterized protein C09E9.1 
H04M03.3	H04M03.3	Protein H04M03.3 
M7.10	M7.10	Protein M7.10 
F13E9.14	F13E9.14	Protein F13E9.14 
K09B11.2	nol-9	Polynucleotide 5'-hydroxyl-kinase nol-9 
R07C12.4	R07C12.4	Protein R07C12.4 
M199.2	M199.2	Protein M199.2 
T11B7.3	col-118	Protein COL-118, isoform a 
C28D4.4	C28D4.4	Protein C28D4.4 
F17E9.11	lys-10	Protein LYS-10 
Y116A8C.1	Y116A8C.1	Protein Y116A8C.1 
T11G6.7	T11G6.7	Protein T11G6.7 
F56B3.6	F56B3.6	Protein F56B3.6 
F36H12.9	F36H12.9	Protein F36H12.9 
F44D12.2	F44D12.2	Protein F44D12.2 
R13A1.10	R13A1.10	Protein R13A1.10 
Y55F3C.13	Y55F3C.13	Protein Y55F3C.13 
F42G8.9	irld-8	Protein F42G8.9 
C18H7.11	C18H7.11	Protein C18H7.11 
F20D12.2	F20D12.2	Protein F20D12.2 
C47E12.6	mam-2	Protein MAM-2, isoform a 
E04A4.5	E04A4.5	Probable mitochondrial import inner membrane translocase subunit Tim17 
Y46C8AR.1	clec-76	Protein CLEC-76 
H02I12.1	cbd-1	Protein CBD-1 
T13F2.12	ssp-36	Protein SSP-36 
F09E8.2	F09E8.2	Protein F09E8.2, isoform b 
R09E10.8	R09E10.8	Protein R09E10.8 
F45E4.9	hmg-5	Protein HMG-5 
K07H8.10	K07H8.10	Protein K07H8.10 
Y73B6BL.28	Y73B6BL.28	Protein Y73B6BL.28 
C01B10.11	C01B10.11	Protein C01B10.11 
Y94H6A.11	egrh-3	Protein EGRH-3 
M117.3	M117.3	Protein M117.3 
W03B1.8	oac-52	Protein OAC-52 
C30H6.6	haf-1	Protein HAF-1 
Y57G11C.43	Y57G11C.43	Protein Y57G11C.43 
Y69E1A.5	Y69E1A.5	Protein Y69E1A.5 
Y41E3.8	Y41E3.8	Protein Y41E3.8 
Y67D8A.2	Y67D8A.2	Protein Y67D8A.2, isoform b 
Y105C5B.4	srv-14	Protein SRV-14 
R11E3.2	R11E3.2	Protein R11E3.2 
C06G3.10	cogc-2	Conserved oligomeric Golgi complex subunit 2 
K08D10.3	rnp-3	Protein RNP-3 
ZK1251.8	twk-9	TWiK family of potassium channels protein 9 
F08B4.4	F08B4.4	Protein F08B4.4 
ZK1251.11	ins-8	Protein INS-8, isoform b 
ZK180.3	ZK180.3	Protein RFT1 homolog 
Y4C6A.4	Y4C6A.4	Protein Y4C6A.4 
F58B3.9	ttr-50	Protein TTR-50 
H21P03.10	H21P03.10	Protein H21P03.10 
K08C7.5	fmo-2	Protein FMO-2 
AC7.2	soc-2	Leucine-rich repeat protein soc-2 
F01D4.7	srb-17	Serpentine receptor class beta-17 
F55G11.1	F55G11.1	Protein F55G11.1 
C27B7.2	C27B7.2	Protein C27B7.2 
C35B1.8	C35B1.8	Protein C35B1.8 
C32H11.2	srz-15	Protein SRZ-15 
Y69A2AR.19	Y69A2AR.19	Protein Y69A2AR.19 
R05G6.11	R05G6.11	Protein R05G6.11 
C06G3.1	nhr-105	Protein NHR-105, isoform a 
F28E10.2	igeg-1	Protein IGEG-1 
K09B11.1	pik-1	Protein PIK-1, isoform a 
F38H4.10	F38H4.10	Protein F38H4.10 
C32H11.10	dod-21	Protein DOD-21 
B0564.2	B0564.2	Protein B0564.2 
R05C11.2	R05C11.2	Protein R05C11.2 
F49E11.4	scl-9	Protein SCL-9 
F49F1.3	F49F1.3	Protein F49F1.3 
Y73B6BL.4	Y73B6BL.4	Protein Y73B6BL.4 
F56D6.15	clec-69	Protein CLEC-69 
Y38C1AB.8	frm-5.1	Protein FRM-5.1, isoform b 
T11F8.3	rme-2	Protein RME-2 
JC8.14	ttr-45	Protein TTR-45 
F08G5.5	ugt-65	Protein UGT-65 
Y55F3C.5	clec-164	Protein CLEC-164 
F36H1.10	hrg-6	Heme transporter hrg-6 
C05G6.1	nhr-76	Protein NHR-76 
Y38F2AR.9	Y38F2AR.9	Protein Y38F2AR.9 
C48D1.2	ced-3	Cell death protein 3 Cell death protein 3 subunit 1 Cell death protein 3 subunit 2
C04G2.10	C04G2.10	Protein C04G2.10, isoform a 
F13H10.8	F13H10.8	Protein F13H10.8, isoform a 
T13F2.3	pis-1	Protein PIS-1, isoform a 
K08F11.5	miro-1	Mitochondrial Rho GTPase 
T28H11.7	T28H11.7	Protein T28H11.7 
K08D8.4	K08D8.4	Protein K08D8.4, isoform b 
F49E8.2	F49E8.2	Protein F49E8.2, isoform a 
M04G7.2	M04G7.2	Protein M04G7.2 
Y45F10B.59	Y45F10B.59	Protein Y45F10B.59 
F20C5.7	F20C5.7	Protein F20C5.7 
T13A10.12	srv-32	Protein SRV-32 
Y37E11AL.4	Y37E11AL.4	Protein Y37E11AL.4 
F42G8.3	pmk-2	Mitogen-activated protein kinase pmk-2 
Y59H11AM.1	Y59H11AM.1	Protein Y59H11AM.1 
